cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
256,1088,1280,8192,120,0,30.7438,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,742.17,721.57,0.0
256,1088,8192,1024,86,0,21.3487,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,855.02,1280.1,0.0
256,1088,8192,4096,156,0,55.166,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1323.54,1012.16,0.0
256,1120,1280,8192,113,0,31.009,a8w8_bpreshuffle_256x48x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4x4x1_1x1_intrawave_v1,757.46,726.5,0.0
256,1120,8192,1024,86,0,19.9832,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,940.31,1395.45,0.0
256,1120,8192,4096,156,0,51.7359,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1452.8,1091.93,0.0
256,1152,1280,8192,120,0,29.827,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,809.98,766.82,0.0
256,1152,8192,1024,86,0,22.2456,a8w8_bpreshuffle_256x96x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,868.82,1278.57,0.0
256,1152,8192,4096,158,0,56.0348,a8w8_bpreshuffle_256x192x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1379.67,1019.86,0.0
256,1184,1280,8192,120,0,32.395,a8w8_bpreshuffle_256x48x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,766.48,716.66,0.0
256,1184,8192,1024,141,0,23.5512,a8w8_bpreshuffle_256x160x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,843.45,1231.35,0.0
256,1184,8192,4096,156,0,55.7808,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1424.45,1036.25,0.0
256,1216,1280,8192,114,0,32.9542,a8w8_bpreshuffle_256x64x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,773.84,714.94,0.0
256,1216,8192,1024,58,0,23.1006,a8w8_bpreshuffle_256x160x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8x8x1_2x1_intrawave_v3,883.14,1279.48,0.0
256,1216,8192,4096,156,0,57.1645,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1427.54,1022.63,0.0
256,1248,1280,8192,119,0,34.5627,a8w8_bpreshuffle_256x32x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8x8x1_1x2_intrawave_v1,757.25,691.62,0.0
256,1248,8192,1024,141,0,24.006,a8w8_bpreshuffle_256x160x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,872.2,1254.43,0.0
256,1248,8192,4096,156,0,58.8649,a8w8_bpreshuffle_256x160x256x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,1422.78,1004.22,0.0
256,1280,1280,8192,144,0,32.5862,a8w8_bpreshuffle_256x128x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8x8x1_2x1_intrawave_v3,823.77,744.13,0.0
256,1280,8192,1024,141,0,22.5236,a8w8_bpreshuffle_256x160x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8x8x1_1x2_intrawave_v3,953.44,1361.72,0.0
